id,image,conversations
127,original/kim/c15159c3b49647ce5c4a79393f62d4fd.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả tam đình?'}, {'from': 'gpt', 'value': 'Tam đình: thượng đình, trung đình cao, hạ đình thấp.\u200b'}]"
128,original/kim/c15159c3b49647ce5c4a79393f62d4fd.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả mặt?'}, {'from': 'gpt', 'value': 'Mặt dài + cốt lộ -> tướng Kim.\u200b'}]"
129,original/kim/c15159c3b49647ce5c4a79393f62d4fd.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả lông mày?'}, {'from': 'gpt', 'value': '2 lông mày xa nhau, lông mày nhạt, cụp xuống.\u200b'}]"
130,original/kim/c15159c3b49647ce5c4a79393f62d4fd.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả mắt?'}, {'from': 'gpt', 'value': 'Mắt to và hơi lồi.\u200b'}]"
131,original/kim/c15159c3b49647ce5c4a79393f62d4fd.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả sơn căn, mũi?'}, {'from': 'gpt', 'value': 'Sơn căn cao, mũi cao, to, hơi bè ra.\u200b'}]"
132,original/kim/c15159c3b49647ce5c4a79393f62d4fd.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả gò má?'}, {'from': 'gpt', 'value': 'Gò má cao.\u200b'}]"
133,original/kim/c15159c3b49647ce5c4a79393f62d4fd.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả miệng?'}, {'from': 'gpt', 'value': 'Miệng hơi rộng, môi trên dày, không kín.\u200b'}]"
134,original/kim/c15159c3b49647ce5c4a79393f62d4fd.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả lông mày?'}, {'from': 'gpt', 'value': 'Lông mày gần nhau, nhạt, không có mi cốt.\u200b'}]"
135,original/kim/c15159c3b49647ce5c4a79393f62d4fd.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả trán và vị trí tai?'}, {'from': 'gpt', 'value': 'Trán cao, rộng. \u200b'}]"
136,original/kim/HaoPV8.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả Tam đình?'}, {'from': 'gpt', 'value': 'Tam đình: cân phân.\u200b'}]"
137,original/kim/HaoPV8.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả mặt?'}, {'from': 'gpt', 'value': 'Mặt dài + cốt lộ -> tướng Kim.\u200b'}]"
138,original/kim/HaoPV8.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả lông mày?'}, {'from': 'gpt', 'value': '2 lông mày xa nhau, lông mày nhạt.\u200b'}]"
139,original/kim/HaoPV8.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả trán?'}, {'from': 'gpt', 'value': 'Trán cao\u200b'}]"
140,original/kim/HaoPV8.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả mắt và bọng mắt?'}, {'from': 'gpt', 'value': 'Mắt to và hơi lồi, ánh mắt lờ đờ. Bọng mắt to, thâm\u200b'}]"
141,original/kim/HaoPV8.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả cánh mũi và mũi?'}, {'from': 'gpt', 'value': 'Sơn căn cao, mũi cao, to, cánh mũi hơi bè, nhiều thịt.\u200b'}]"
142,original/kim/HaoPV8.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả gò má?'}, {'from': 'gpt', 'value': 'Gò má cao.\u200b'}]"
143,original/kim/HaoPV8.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả miệng và môi?'}, {'from': 'gpt', 'value': 'Miệng rộng, môi trên dày.\u200b'}]"
144,original/kim/HaoPV8.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả cằm?'}, {'from': 'gpt', 'value': 'Cằm đẩy ra trước.\u200b'}]"
145,original/kim/HaoPV8.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả vị trí tai và chân mày?'}, {'from': 'gpt', 'value': 'Vị trí tai cao ngang chân mày.\u200b'}]"
146,original/kim/image-4-tiem-chup-anh-the-lay-ngay-dep-nhat-tra-vinh-164734450349596.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả tam đình?'}, {'from': 'gpt', 'value': 'Tam đình: trung đình và hạ đình cao, thượng đình vừa.\u200b'}]"
147,original/kim/image-4-tiem-chup-anh-the-lay-ngay-dep-nhat-tra-vinh-164734450349596.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả mặt?'}, {'from': 'gpt', 'value': 'Mặt dài + cốt lộ -> tướng Kim.\u200b'}]"
148,original/kim/image-4-tiem-chup-anh-the-lay-ngay-dep-nhat-tra-vinh-164734450349596.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả lông mày?'}, {'from': 'gpt', 'value': '2 lông mày không gần, không xa, lông mày đậm, có mi cốt.\u200b'}]"
149,original/kim/image-4-tiem-chup-anh-the-lay-ngay-dep-nhat-tra-vinh-164734450349596.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả trán?'}, {'from': 'gpt', 'value': 'Trán cao, rộng\u200b'}]"
150,original/kim/image-4-tiem-chup-anh-the-lay-ngay-dep-nhat-tra-vinh-164734450349596.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả mắt?'}, {'from': 'gpt', 'value': 'Mắt hơi to. Không sâu không lối.\u200b'}]"
151,original/kim/image-4-tiem-chup-anh-the-lay-ngay-dep-nhat-tra-vinh-164734450349596.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả sơn căn, mũi?'}, {'from': 'gpt', 'value': 'Sơn căn cao, mũi cao, to, không quá bè.\u200b'}]"
152,original/kim/image-4-tiem-chup-anh-the-lay-ngay-dep-nhat-tra-vinh-164734450349596.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả gò má?'}, {'from': 'gpt', 'value': 'Gò má thấp.\u200b'}]"
153,original/kim/image-4-tiem-chup-anh-the-lay-ngay-dep-nhat-tra-vinh-164734450349596.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả miệng?'}, {'from': 'gpt', 'value': 'Miệng vừa, môi trên vừa, sắc môi hồng hào.\u200b'}]"
154,original/kim/image-4-tiem-chup-anh-the-lay-ngay-dep-nhat-tra-vinh-164734450349596.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả cằm?'}, {'from': 'gpt', 'value': 'Cằm hơi đẩy ra trước.\u200b'}]"
155,original/kim/image-4-tiem-chup-anh-the-lay-ngay-dep-nhat-tra-vinh-164734450349596.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả tai?'}, {'from': 'gpt', 'value': 'Tai dài, xương, hướng ra trước, có dái tai, vị trí cao ngang chân mày.\u200b'}]"
156,original/kim/image-4-tiem-chup-anh-the-lay-ngay-dep-nhat-tra-vinh-164734450349596.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả hàm?'}, {'from': 'gpt', 'value': 'Hàm hơi bạnh.\u200b'}]"
157,original/kim/Khuon-mat-chu-vuong-he-lo-dieu-gi-ve-ban-chat-con-nguoi.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả Tam đình?'}, {'from': 'gpt', 'value': 'Tam đình: cân phân.\u200b'}]"
158,original/kim/Khuon-mat-chu-vuong-he-lo-dieu-gi-ve-ban-chat-con-nguoi.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả mặt?'}, {'from': 'gpt', 'value': 'Mặt dài + cốt lộ -> tướng Kim.\u200b'}]"
159,original/kim/Khuon-mat-chu-vuong-he-lo-dieu-gi-ve-ban-chat-con-nguoi.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả lông mày?'}, {'from': 'gpt', 'value': '2 lông mày gần nhau, lông mày đậm. Có mi cốt.\u200b '}]"
160,original/kim/Khuon-mat-chu-vuong-he-lo-dieu-gi-ve-ban-chat-con-nguoi.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả mắt?'}, {'from': 'gpt', 'value': 'Mắt to và sâu.\u200b'}]"
161,original/kim/Khuon-mat-chu-vuong-he-lo-dieu-gi-ve-ban-chat-con-nguoi.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả trán và vị trí tai?'}, {'from': 'gpt', 'value': 'Trán cao và rộng, hơi dô\u200b '}]"
162,original/kim/Khuon-mat-chu-vuong-he-lo-dieu-gi-ve-ban-chat-con-nguoi.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả sơn căn, mũi và cánh mũi?'}, {'from': 'gpt', 'value': 'Sơn căn cao, mũi cao, to, cánh mũi hẹp.\u200b'}]"
163,original/kim/Khuon-mat-chu-vuong-he-lo-dieu-gi-ve-ban-chat-con-nguoi.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả gò má?'}, {'from': 'gpt', 'value': 'Gò má cao.\u200b'}]"
164,original/kim/Khuon-mat-chu-vuong-he-lo-dieu-gi-ve-ban-chat-con-nguoi.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả miệng và môi?'}, {'from': 'gpt', 'value': 'Miệng vừa, môi trên vừa.\u200b'}]"
165,original/kim/Khuon-mat-chu-vuong-he-lo-dieu-gi-ve-ban-chat-con-nguoi.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả cằm?'}, {'from': 'gpt', 'value': 'Cằm đẩy ra trước.\u200b'}]"
166,original/kim/Khuon-mat-chu-vuong-he-lo-dieu-gi-ve-ban-chat-con-nguoi.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả vị trí tai?'}, {'from': 'gpt', 'value': 'Vị trí tai cao ngang mắt.\u200b'}]"
167,original/kim/Khuon-mat-chu-vuong-he-lo-dieu-gi-ve-ban-chat-con-nguoi.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả hàm?'}, {'from': 'gpt', 'value': 'Hàm bạnh.\u200b'}]"
168,original/kim/kieu-toc-cho-nam-mat-vuong-9_10.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả Tam đình?'}, {'from': 'gpt', 'value': 'Tam đình: cân phân.\u200b'}]"
169,original/kim/kieu-toc-cho-nam-mat-vuong-9_10.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả mặt?'}, {'from': 'gpt', 'value': 'Mặt dài + cốt lộ -> tướng Kim.\u200b'}]"
170,original/kim/kieu-toc-cho-nam-mat-vuong-9_10.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả lông mày?'}, {'from': 'gpt', 'value': '2 lông mày gần nhau, lông mày đậm.\u200b'}]"
171,original/kim/kieu-toc-cho-nam-mat-vuong-9_10.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả trán?'}, {'from': 'gpt', 'value': 'Trán thấp, hẹp\u200b'}]"
172,original/kim/kieu-toc-cho-nam-mat-vuong-9_10.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả mắt?'}, {'from': 'gpt', 'value': 'Mắt vừa và sâu.\u200b'}]"
173,original/kim/kieu-toc-cho-nam-mat-vuong-9_10.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả sơn căn, mũi và hẹp?'}, {'from': 'gpt', 'value': 'Sơn căn cao, mũi cao và hẹp.\u200b'}]"
174,original/kim/kieu-toc-cho-nam-mat-vuong-9_10.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả gò má?'}, {'from': 'gpt', 'value': 'Gò má thấp.\u200b'}]"
175,original/kim/kieu-toc-cho-nam-mat-vuong-9_10.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả miệng và môi?'}, {'from': 'gpt', 'value': 'Miệng vừa, môi trên mỏng.\u200b'}]"
176,original/kim/kieu-toc-cho-nam-mat-vuong-9_10.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả tai?'}, {'from': 'gpt', 'value': 'Tai dài, rộng, nhiều thịt, vị trí cao trên lông mày.\u200b'}]"
177,original/kim/kieu-toc-cho-nam-mat-vuong-9_10.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả hàm?'}, {'from': 'gpt', 'value': 'Hàm bạnh.\u200b'}]"
178,original/kim/photo-5-16248682249291198367376.png,"[{'from': 'human', 'value': '<image>\nHãy mô tả Tam đình?'}, {'from': 'gpt', 'value': 'Tam đình: cân phân.\u200b'}]"
179,original/kim/photo-5-16248682249291198367376.png,"[{'from': 'human', 'value': '<image>\nHãy mô tả mặt?'}, {'from': 'gpt', 'value': 'Mặt dài + cốt lộ -> tướng Kim.\u200b'}]"
180,original/kim/photo-5-16248682249291198367376.png,"[{'from': 'human', 'value': '<image>\nHãy mô tả lông mày?'}, {'from': 'gpt', 'value': '2 lông mày gần nhau, lông mày đậm.\u200b'}]"
181,original/kim/photo-5-16248682249291198367376.png,"[{'from': 'human', 'value': '<image>\nHãy mô tả trán?'}, {'from': 'gpt', 'value': 'Trán vừa, không cao, không hẹp\u200b '}]"
182,original/kim/photo-5-16248682249291198367376.png,"[{'from': 'human', 'value': '<image>\nHãy mô tả mắt?'}, {'from': 'gpt', 'value': 'Mắt to, không sâu, không lồi.\u200b'}]"
183,original/kim/photo-5-16248682249291198367376.png,"[{'from': 'human', 'value': '<image>\nHãy mô tả sơn căn, mũi?'}, {'from': 'gpt', 'value': 'Sơn căn cao, mũi cao, hẹp.\u200b'}]"
184,original/kim/photo-5-16248682249291198367376.png,"[{'from': 'human', 'value': '<image>\nHãy mô tả gò má?'}, {'from': 'gpt', 'value': 'Gò má vừa.\u200b'}]"
185,original/kim/photo-5-16248682249291198367376.png,"[{'from': 'human', 'value': '<image>\nHãy mô tả miệng?'}, {'from': 'gpt', 'value': 'Miệng vừa, môi trên mỏng.\u200b'}]"
186,original/kim/photo-5-16248682249291198367376.png,"[{'from': 'human', 'value': '<image>\nHãy mô tả tai và vị trí của nó?'}, {'from': 'gpt', 'value': 'Tai rộng, vị trí cao ngang chân mày.\u200b'}]"
187,original/kim/photo-5-16248682249291198367376.png,"[{'from': 'human', 'value': '<image>\nHãy mô tả hàm?'}, {'from': 'gpt', 'value': 'Hàm hơi bạnh.\u200b'}]"
188,original/kim/screenshot-1720662782083.png,"[{'from': 'human', 'value': '<image>\nHãy mô tả Tam đình?'}, {'from': 'gpt', 'value': 'Tam đình: thượng đình ngắn, trung đình và hạ đình dài.\u200b'}]"
189,original/kim/screenshot-1720662782083.png,"[{'from': 'human', 'value': '<image>\nHãy mô tả mặt?'}, {'from': 'gpt', 'value': 'Mặt dài + cốt lộ -> tướng Kim.\u200b'}]"
190,original/kim/screenshot-1720662782083.png,"[{'from': 'human', 'value': '<image>\nHãy mô tả trán?'}, {'from': 'gpt', 'value': 'Trán không cao, không rộng\u200b'}]"
191,original/kim/screenshot-1720662782083.png,"[{'from': 'human', 'value': '<image>\nHãy mô tả mắt?'}, {'from': 'gpt', 'value': 'Mắt hơi hẹp và sâu.\u200b'}]"
192,original/kim/screenshot-1720662782083.png,"[{'from': 'human', 'value': '<image>\nHãy mô tả sơn căn, mũi?'}, {'from': 'gpt', 'value': 'Sơn căn cao, mũi cao, hẹp.\u200b'}]"
193,original/kim/screenshot-1720662782083.png,"[{'from': 'human', 'value': '<image>\nHãy mô tả gò má?'}, {'from': 'gpt', 'value': 'Gò má cao.\u200b'}]"
194,original/kim/screenshot-1720662782083.png,"[{'from': 'human', 'value': '<image>\nHãy mô tả miệng?'}, {'from': 'gpt', 'value': 'Miệng hẹp, môi trên hơi mỏng.\u200b'}]"
195,original/kim/screenshot-1720662782083.png,"[{'from': 'human', 'value': '<image>\nHãy mô tả tai?'}, {'from': 'gpt', 'value': 'Tai rộng, mỏng, hướng ra trước, không có dái tai, vị trí cao ngang chân mày.\u200b'}]"
196,original/kim/screenshot-1720662782083.png,"[{'from': 'human', 'value': '<image>\nHãy mô tả lông mày?'}, {'from': 'gpt', 'value': 'Lông mày xa nhau, đậm, không có mi cốt.\u200b'}]"
197,original/kim/screenshot-1720662782083.png,"[{'from': 'human', 'value': '<image>\nHãy mô tả hàm?'}, {'from': 'gpt', 'value': 'Hàm hơi bạnh.\u200b'}]"
198,original/mộc/2.png,"[{'from': 'human', 'value': '<image>\nHãy mô tả Tam đình?'}, {'from': 'gpt', 'value': 'Tam đình: Trung đình > Thượng đình > hạ đình.\u200b'}]"
199,original/mộc/2.png,"[{'from': 'human', 'value': '<image>\nHãy mô tả mặt?'}, {'from': 'gpt', 'value': 'Mặt dài+ cốt ẩn -> tướng Mộc.\u200b'}]"
200,original/mộc/2.png,"[{'from': 'human', 'value': '<image>\nHãy mô tả mắt?'}, {'from': 'gpt', 'value': 'Mắt hơi to, hơi lồi.\u200b'}]"
201,original/mộc/2.png,"[{'from': 'human', 'value': '<image>\nHãy mô tả lông mày?'}, {'from': 'gpt', 'value': '2 lông mày xa nhau, lông mày khá nhạt\u200b'}]"
202,original/mộc/2.png,"[{'from': 'human', 'value': '<image>\nHãy mô tả sơn căn, mũi?'}, {'from': 'gpt', 'value': 'Sơn căn cao, mũi cao, hẹp.\u200b'}]"
203,original/mộc/2.png,"[{'from': 'human', 'value': '<image>\nHãy mô tả gò má?'}, {'from': 'gpt', 'value': 'Gò má thanh, không lộ xương.\u200b'}]"
204,original/mộc/2.png,"[{'from': 'human', 'value': '<image>\nHãy mô tả miệng?'}, {'from': 'gpt', 'value': 'Miệng rộng, môi trên dày.\u200b'}]"
205,original/mộc/2.png,"[{'from': 'human', 'value': '<image>\nHãy mô tả trán?'}, {'from': 'gpt', 'value': 'Trán hơi cao.\u200b'}]"
206,original/mộc/2.png,"[{'from': 'human', 'value': '<image>\nHãy mô tả tai và vị trí tai?'}, {'from': 'gpt', 'value': 'Tai ngắn và rộng, vị trí tai cao hơn mắt.'}]"
207,original/mộc/3.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả Tam đình?'}, {'from': 'gpt', 'value': 'Tam đình: cân phân.\u200b'}]"
208,original/mộc/3.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả mặt?'}, {'from': 'gpt', 'value': 'Mặt dài+ cốt không rõ -> tướng Mộc đới Kim.\u200b'}]"
209,original/mộc/3.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả mắt?'}, {'from': 'gpt', 'value': 'Mắt to, không quá sâu.\u200b'}]"
210,original/mộc/3.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả lông mày?'}, {'from': 'gpt', 'value': '2 lông mày gần nhau, lông mày đậm, có mi cốt.\u200b'}]"
211,original/mộc/3.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả sơn căn, mũi?'}, {'from': 'gpt', 'value': 'Sơn căn thấp, mũi cao, dài, hẹp\u200b'}]"
212,original/mộc/3.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả gò má?'}, {'from': 'gpt', 'value': 'Gò má thấp, không lộ xương.\u200b'}]"
213,original/mộc/3.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả miệng?'}, {'from': 'gpt', 'value': 'Miệng nhỏ hẹp, môi trên mỏng.\u200b'}]"
214,original/mộc/3.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả trán?'}, {'from': 'gpt', 'value': 'Trán không quá cao, không quá rộng.\u200b'}]"
215,original/mộc/3.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả tai và vị trí của nó?'}, {'from': 'gpt', 'value': 'Tai ngắn và hơi thấp,vị trí cao dưới mắt.\u200b'}]"
216,original/mộc/6f7763b3-2416-45fc-9093-2d53978062d3.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả Tam đình?'}, {'from': 'gpt', 'value': 'Tam đình: Thượng đình ngắn, trung đình và hạ đình cân phân.\u200b'}]"
217,original/mộc/6f7763b3-2416-45fc-9093-2d53978062d3.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả mặt?'}, {'from': 'gpt', 'value': 'Mặt dài+ cốt ẩn -> tướng Mộc.\u200b'}]"
218,original/mộc/6f7763b3-2416-45fc-9093-2d53978062d3.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả mắt?'}, {'from': 'gpt', 'value': 'Mắt hơi nhỏ, hơi sâu.\u200b'}]"
219,original/mộc/6f7763b3-2416-45fc-9093-2d53978062d3.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả trán?'}, {'from': 'gpt', 'value': 'Trán cao, rộng\u200b'}]"
220,original/mộc/6f7763b3-2416-45fc-9093-2d53978062d3.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả lông mày?'}, {'from': 'gpt', 'value': '2 lông mày xa nhau, lông mày nhạt.\u200b'}]"
221,original/mộc/6f7763b3-2416-45fc-9093-2d53978062d3.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả sơn căn, mũi và cánh mũi?'}, {'from': 'gpt', 'value': 'Sơn căn thấp, mũi không quá cao, cánh mũi hơi bè.\u200b'}]"
222,original/mộc/6f7763b3-2416-45fc-9093-2d53978062d3.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả miệng và môi?'}, {'from': 'gpt', 'value': 'Miệng hơi rộng, môi trên bình thường, miệng hơi méo.\u200b'}]"
223,original/mộc/6f7763b3-2416-45fc-9093-2d53978062d3.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả vị trí tai?'}, {'from': 'gpt', 'value': 'Vị trí tai thấp dưới mắt\u200b'}]"
224,original/mộc/6o4t54i3.png,"[{'from': 'human', 'value': '<image>\nHãy mô tả Tam đình?'}, {'from': 'gpt', 'value': 'Tam đình: Trung đình dài, thượng và hạ đình ngắn.\u200b'}]"
225,original/mộc/6o4t54i3.png,"[{'from': 'human', 'value': '<image>\nHãy mô tả mặt?'}, {'from': 'gpt', 'value': 'Mặt dài+ cốt ẩn -> tướng Mộc.\u200b'}]"
226,original/mộc/6o4t54i3.png,"[{'from': 'human', 'value': '<image>\nHãy mô tả mắt?'}, {'from': 'gpt', 'value': 'Mắt to, hơi lồi.\u200b'}]"
227,original/mộc/6o4t54i3.png,"[{'from': 'human', 'value': '<image>\nHãy mô tả lông mày?'}, {'from': 'gpt', 'value': '2 lông mày xa nhau, lông mày nhạt\u200b'}]"
228,original/mộc/6o4t54i3.png,"[{'from': 'human', 'value': '<image>\nHãy mô tả sơn căn, mũi và cánh mũi?'}, {'from': 'gpt', 'value': 'Sơn căn thấp, mũi cao, cánh mũi hơi bè.\u200b'}]"
229,original/mộc/6o4t54i3.png,"[{'from': 'human', 'value': '<image>\nHãy mô tả gò má?'}, {'from': 'gpt', 'value': 'Gò má thấp.\u200b'}]"
230,original/mộc/6o4t54i3.png,"[{'from': 'human', 'value': '<image>\nHãy mô tả miệng và môi?'}, {'from': 'gpt', 'value': 'Miệng rộng, môi trên mỏng vừa phải.\u200b'}]"
231,original/mộc/6o4t54i3.png,"[{'from': 'human', 'value': '<image>\nHãy mô tả trán?'}, {'from': 'gpt', 'value': 'Trán phẳng, hơi thấp, hẹp.\u200b'}]"
232,original/mộc/6o4t54i3.png,"[{'from': 'human', 'value': '<image>\nHãy mô tả tai và mũi?'}, {'from': 'gpt', 'value': 'Tai dài và rộng, dái tai lớn, vị trí tai cao ngang chân mày.\u200b'}]"
233,original/mộc/8f7c6e78-004c-4f78-92f7-13d5b2310fa2.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả Tam đình?'}, {'from': 'gpt', 'value': 'Tam đình: cân phân.\u200b'}]"
234,original/mộc/8f7c6e78-004c-4f78-92f7-13d5b2310fa2.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả mặt?'}, {'from': 'gpt', 'value': 'Mặt dài+ cốt ẩn -> tướng Mộc.\u200b'}]"
235,original/mộc/8f7c6e78-004c-4f78-92f7-13d5b2310fa2.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả mắt?'}, {'from': 'gpt', 'value': 'Mắt hơi to, không quá sâu.\u200b'}]"
236,original/mộc/8f7c6e78-004c-4f78-92f7-13d5b2310fa2.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả lông mày?'}, {'from': 'gpt', 'value': '2 lông mày gần nhau, lông mày không nhạt không đậm, có mi cốt\u200b'}]"
237,original/mộc/8f7c6e78-004c-4f78-92f7-13d5b2310fa2.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả trán?'}, {'from': 'gpt', 'value': 'Trán cao, rộng, phẳng\u200b'}]"
238,original/mộc/8f7c6e78-004c-4f78-92f7-13d5b2310fa2.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả sơn căn và mũi?'}, {'from': 'gpt', 'value': 'Sơn căn thấp, mũi cao và bè.\u200b'}]"
239,original/mộc/8f7c6e78-004c-4f78-92f7-13d5b2310fa2.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả miệng và môi?'}, {'from': 'gpt', 'value': 'Miệng hơi rộng, môi trên mỏng vừa phải.\u200b'}]"
240,original/mộc/8f7c6e78-004c-4f78-92f7-13d5b2310fa2.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả hàm?'}, {'from': 'gpt', 'value': 'Hàm khá bạnh.\u200b'}]"
241,original/mộc/8f7c6e78-004c-4f78-92f7-13d5b2310fa2.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả tai?'}, {'from': 'gpt', 'value': 'Tai ngắn, vị trí tai cao giữa mắt và lông mày.\u200b'}]"
242,original/mộc/22.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả Tam đình?'}, {'from': 'gpt', 'value': 'Tam đình: Trung đình cao, Thượng và hạ đình vừa.\u200b'}]"
243,original/mộc/22.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả mặt?'}, {'from': 'gpt', 'value': 'Mặt dài + cốt ẩn -> tướng Mộc.\u200b'}]"
244,original/mộc/22.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả mắt?'}, {'from': 'gpt', 'value': 'Mắt to, hơi lồi.\u200b'}]"
245,original/mộc/22.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả sơn căn, mũi và cánh mũi?'}, {'from': 'gpt', 'value': 'Sơn căn thấp, mũi không cao không thấp, cánh mũi bè.\u200b'}]"
246,original/mộc/22.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả gò má?'}, {'from': 'gpt', 'value': 'Gò má cao.\u200b'}]"
247,original/mộc/22.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả miệng?'}, {'from': 'gpt', 'value': 'Miệng rộng, môi trên mỏng.\u200b'}]"
248,original/mộc/22.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả trán?'}, {'from': 'gpt', 'value': 'Trán không cao, rộng.\u200b'}]"
249,original/mộc/22.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả cằm?'}, {'from': 'gpt', 'value': 'Cằm đưa ra trước\u200b'}]"
250,original/mộc/22.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả tai?'}, {'from': 'gpt', 'value': 'Tai to và hướng ra trước, không có dái tai, vị trí cao ngang mắt.\u200b'}]"
251,original/mộc/22.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả lông mày?'}, {'from': 'gpt', 'value': 'Lông mày nhạt, khoảng cách xa nhau.\u200b'}]"
252,original/mộc/22.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả hàm?'}, {'from': 'gpt', 'value': 'Hàm hơi hơi bạnh.\u200b'}]"
253,original/mộc/485opt5w.png,"[{'from': 'human', 'value': '<image>\nHãy mô tả Tam đình?'}, {'from': 'gpt', 'value': 'Tam đình: Thượng đình ngắn, trung đình và hạ đình cân phân.\u200b'}]"
254,original/mộc/485opt5w.png,"[{'from': 'human', 'value': '<image>\nHãy mô tả mặt?'}, {'from': 'gpt', 'value': 'Mặt dài + cốt ẩn -> tướng Mộc.\u200b'}]"
